Id,MSSubClass,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,BldgType,HouseStyle,OverallQual,OverallCond,Neighborhood,Condition1,Condition2,LandContour,Utilities,LotConfig,LandSlope,LotArea,Street,Alley,LotShape,MSZoning,LotFrontage,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1284,90,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,128,0,0,0,0,0,2,2,4,2,TA,8,Typ,0,NA,GasA,TA,Y,SBrkr,912,912,0,1824,TA,TA,Av,Unf,0,Unf,0,912,912,Wd Shng,None,0,TA,TA,CBlock,1971,1971,Mansard,CompShg,MetalSd,Duplex,2Story,6,5,Mitchel,Norm,Norm,Low,AllPub,Corner,Gtl,9400,Pave,NA,Reg,RL,94,4,2010,WD,Normal,139000
1285,50,116,0,NA,NA,NA,0,Detchd,1969,Unf,1,336,TA,TA,Y,272,0,42,0,0,0,2,0,4,1,Gd,10,Min2,1,Gd,GasA,Ex,Y,SBrkr,1699,748,0,2447,TA,TA,No,Unf,0,Unf,0,804,804,Wd Shng,None,0,TA,TA,PConc,1919,1990,Gable,CompShg,Wd Sdng,1Fam,1.5Fin,6,7,SWISU,Feedr,Norm,Lvl,AllPub,Inside,Gtl,9638,Pave,NA,Reg,RL,50,3,2010,WD,Normal,169000
1286,50,0,0,NA,NA,NA,0,Detchd,1939,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,1,0,4,1,TA,6,Typ,1,Gd,GasA,Ex,Y,FuseF,825,587,0,1412,TA,TA,No,Unf,0,Unf,0,780,780,MetalSd,None,0,TA,Fa,CBlock,1939,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,6,6,BrkSide,Norm,Norm,Lvl,AllPub,Inside,Gtl,6000,Pave,NA,Reg,RM,50,5,2009,WD,Normal,132500
1287,20,0,0,NA,NA,NA,0,Attchd,1963,Unf,2,528,TA,TA,Y,0,26,0,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,GasA,TA,Y,SBrkr,1328,0,0,1328,TA,TA,No,ALQ,569,Rec,81,678,1328,HdBoard,BrkFace,451,TA,TA,CBlock,1963,1963,Hip,CompShg,HdBoard,1Fam,1Story,6,5,NWAmes,Feedr,Norm,Lvl,AllPub,Inside,Gtl,9790,Pave,NA,Reg,RL,NA,6,2010,WD,Normal,143000
1288,20,0,0,NA,NA,NA,0,Attchd,1964,Unf,2,390,TA,TA,N,168,198,0,0,0,1,2,0,4,1,TA,7,Typ,0,NA,GasA,Fa,Y,SBrkr,1582,0,0,1582,TA,TA,Av,Rec,812,Unf,0,812,1624,Wd Sdng,BrkCmn,621,TA,Gd,CBlock,1964,1964,Gable,CompShg,Wd Sdng,1Fam,1Story,5,5,ClearCr,Norm,Norm,Low,AllPub,Inside,Mod,36500,Pave,NA,IR1,RL,NA,6,2006,WD,Normal,190000
1289,120,0,0,NA,NA,NA,0,Attchd,2000,Fin,2,499,TA,TA,Y,212,59,0,0,1,0,2,0,2,1,Ex,5,Typ,1,Ex,GasA,Ex,Y,SBrkr,1659,0,0,1659,Gd,TA,No,GLQ,1158,Unf,0,343,1501,CmentBd,None,0,Gd,TA,PConc,2000,2000,Gable,CompShg,CemntBd,TwnhsE,1Story,8,5,StoneBr,Norm,Norm,Lvl,AllPub,Inside,Gtl,5664,Pave,NA,IR1,RL,40,10,2009,WD,Normal,278000
1290,60,0,0,NA,NA,NA,0,BuiltIn,2006,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,2,1,3,1,Ex,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,1120,850,0,1970,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,VinylSd,Stone,788,Gd,TA,PConc,2006,2006,Gable,CompShg,VinylSd,1Fam,2Story,8,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,11065,Pave,NA,IR1,RL,86,10,2006,New,Partial,281000
1291,80,0,0,NA,NA,NA,0,Attchd,1964,RFn,2,484,TA,TA,Y,227,0,0,0,1,0,1,0,3,1,TA,6,Typ,1,Gd,GasA,TA,Y,SBrkr,1152,0,0,1152,TA,TA,Av,GLQ,1014,Unf,0,138,1152,HdBoard,BrkFace,86,TA,TA,PConc,1964,1964,Hip,CompShg,Wd Sdng,1Fam,SLvl,5,7,NAmes,Norm,Norm,Lvl,AllPub,Corner,Gtl,14112,Pave,NA,IR1,RL,NA,4,2010,WD,Normal,180500
1292,160,0,0,NA,NA,NA,0,Detchd,1972,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,2,1,3,1,TA,6,Typ,0,NA,GasA,TA,Y,SBrkr,630,672,0,1302,TA,TA,No,ALQ,231,Unf,0,399,630,CmentBd,BrkFace,268,TA,TA,CBlock,1972,1972,Gable,CompShg,CemntBd,Twnhs,2Story,5,7,BrDale,Norm,Norm,Lvl,AllPub,Inside,Gtl,1680,Pave,NA,Reg,RM,21,2,2009,WD,Normal,119500
1293,70,0,0,NA,NA,NA,0,Attchd,1985,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,2,0,4,2,TA,11,Min2,0,NA,GasA,TA,N,SBrkr,1378,994,0,2372,TA,TA,No,Unf,0,Unf,0,994,994,Wd Sdng,None,0,TA,TA,Stone,1892,1965,Gable,CompShg,Wd Sdng,1Fam,2Story,5,4,OldTown,Norm,Norm,Lvl,AllPub,Corner,Gtl,6600,Pave,NA,Reg,RM,60,12,2009,WD,Normal,107500
1294,60,259,0,NA,GdWo,NA,0,Attchd,1976,RFn,2,528,TA,TA,Y,0,28,0,0,0,0,2,1,4,1,TA,8,Typ,1,TA,GasA,TA,Y,SBrkr,832,832,0,1664,Gd,TA,No,GLQ,194,Unf,0,638,832,HdBoard,None,0,TA,TA,PConc,1976,1976,Gable,CompShg,HdBoard,1Fam,2Story,7,5,NWAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10140,Pave,NA,Reg,RL,78,3,2006,WD,Normal,162900
1295,20,0,0,NA,NA,NA,0,Detchd,1957,Unf,2,572,TA,TA,N,0,0,0,0,1,0,1,0,2,1,TA,5,Typ,0,NA,GasA,TA,Y,SBrkr,864,0,0,864,TA,TA,No,Rec,167,Unf,0,697,864,Plywood,None,0,TA,TA,CBlock,1955,1990,Hip,CompShg,WdShing,1Fam,1Story,5,7,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,8172,Pave,NA,Reg,RL,60,4,2006,WD,Normal,115000
1296,20,0,0,NA,GdWo,NA,0,Attchd,1968,RFn,1,288,TA,TA,Y,356,0,0,0,1,0,1,1,3,1,TA,5,Typ,0,NA,GasA,Gd,Y,SBrkr,1052,0,0,1052,TA,TA,Av,BLQ,1016,Unf,0,36,1052,HdBoard,BrkFace,168,TA,TA,CBlock,1968,1968,Hip,CompShg,HdBoard,1Fam,1Story,5,5,NAmes,Feedr,Norm,Lvl,AllPub,Inside,Gtl,8400,Pave,NA,Reg,RL,70,11,2006,WD,Normal,138500
1297,20,0,0,NA,MnPrv,NA,0,Attchd,1963,RFn,2,525,TA,TA,Y,192,20,123,0,1,0,2,0,3,1,TA,6,Typ,0,NA,GasA,Gd,Y,SBrkr,1128,0,0,1128,TA,TA,Mn,ALQ,776,Unf,0,344,1120,MetalSd,BrkFace,148,TA,Gd,CBlock,1963,1963,Hip,CompShg,MetalSd,1Fam,1Story,5,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8700,Pave,NA,Reg,RL,80,12,2008,WD,Normal,155000
1298,180,0,0,NA,NA,NA,0,Basment,2005,Fin,2,525,TA,TA,Y,0,44,0,0,1,0,2,0,2,1,TA,5,Typ,0,NA,GasA,Gd,Y,SBrkr,1072,0,0,1072,Gd,TA,Gd,GLQ,547,Unf,0,0,547,VinylSd,BrkFace,82,TA,TA,PConc,2005,2006,Gable,CompShg,VinylSd,TwnhsE,SFoyer,6,5,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,3675,Pave,NA,Reg,RM,35,6,2006,New,Partial,140000
1299,60,0,480,Gd,NA,NA,0,Attchd,2008,Fin,2,1418,TA,TA,Y,214,292,0,0,2,0,2,1,3,1,Ex,12,Typ,3,Gd,GasA,Ex,Y,SBrkr,4692,950,0,5642,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,Stucco,Stone,796,Ex,TA,PConc,2008,2008,Hip,ClyTile,Stucco,1Fam,2Story,10,5,Edwards,Feedr,Norm,Bnk,AllPub,Corner,Gtl,63887,Pave,NA,IR3,RL,313,1,2008,New,Partial,160000
1300,20,0,0,NA,GdPrv,NA,0,Attchd,1959,RFn,1,305,TA,TA,Y,218,0,0,0,1,0,1,1,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1246,0,0,1246,TA,TA,No,LwQ,340,Rec,906,0,1246,BrkFace,None,0,TA,TA,CBlock,1959,1994,Hip,CompShg,BrkFace,1Fam,1Story,5,7,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,7500,Pave,NA,Reg,RL,75,5,2010,WD,Normal,154000
1301,60,0,0,NA,NA,NA,0,Attchd,1999,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,2,1,3,1,Gd,9,Typ,1,TA,GasA,Ex,Y,SBrkr,1005,978,0,1983,Gd,TA,No,GLQ,694,Unf,0,284,978,VinylSd,None,344,Gd,TA,PConc,1999,1999,Gable,CompShg,VinylSd,1Fam,2Story,7,5,Gilbert,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,10762,Pave,NA,IR1,RL,NA,5,2009,WD,Normal,225000
1302,70,224,0,NA,NA,NA,0,Attchd,1942,Unf,1,213,TA,TA,P,0,0,0,0,0,0,1,0,3,1,Gd,7,Typ,2,Gd,GasA,Fa,Y,SBrkr,753,741,0,1494,TA,TA,No,BLQ,547,Unf,0,224,771,Wd Sdng,None,0,TA,TA,CBlock,1942,1950,Gable,CompShg,Wd Sdng,1Fam,2Story,6,7,Crawfor,Norm,Norm,Bnk,AllPub,Inside,Gtl,7500,Pave,NA,IR1,RL,NA,11,2009,WD,Normal,177500
1303,60,0,0,NA,NA,NA,0,Attchd,1994,RFn,3,844,TA,TA,Y,309,78,0,0,1,0,2,1,4,1,Gd,8,Typ,1,TA,GasA,Ex,Y,SBrkr,1203,1323,0,2526,Gd,TA,No,GLQ,740,Unf,0,425,1165,VinylSd,BrkFace,391,Gd,TA,PConc,1994,1994,Hip,CompShg,VinylSd,1Fam,2Story,8,5,NoRidge,Norm,Norm,Lvl,AllPub,Inside,Gtl,10120,Pave,NA,Reg,RL,92,12,2006,WD,Normal,290000
1304,20,0,0,NA,NA,NA,0,Attchd,2005,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,2,0,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,1616,0,0,1616,Gd,TA,Av,Unf,0,Unf,0,1616,1616,VinylSd,BrkFace,228,Gd,TA,PConc,2005,2005,Gable,CompShg,VinylSd,1Fam,1Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,8688,Pave,NA,Reg,RL,73,4,2006,WD,Normal,232000
1305,160,0,0,NA,NA,NA,0,Detchd,2004,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,2,0,3,1,Gd,7,Maj1,0,NA,GasA,Ex,Y,SBrkr,976,732,0,1708,Gd,TA,No,Unf,0,Unf,0,976,976,VinylSd,Stone,117,Gd,TA,PConc,2004,2004,Gable,CompShg,VinylSd,TwnhsE,2Story,7,5,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,3363,Pave,NA,Reg,RM,32,4,2006,WD,Normal,130000
1306,20,0,0,NA,NA,NA,0,Attchd,2006,Fin,2,840,TA,TA,Y,404,102,0,0,1,0,2,0,2,1,Ex,6,Typ,2,Ex,GasA,Ex,Y,SBrkr,1652,0,0,1652,Ex,TA,No,GLQ,1572,Unf,0,80,1652,VinylSd,Stone,300,Gd,TA,PConc,2006,2007,Hip,CompShg,VinylSd,1Fam,1Story,9,5,NridgHt,Norm,Norm,Lvl,AllPub,Corner,Gtl,13173,Pave,NA,IR1,RL,108,11,2009,WD,Normal,325000
1307,120,0,0,NA,NA,NA,0,Attchd,2005,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1368,0,0,1368,Gd,TA,No,Unf,0,Unf,0,1368,1368,VinylSd,Stone,94,Gd,TA,PConc,2005,2006,Gable,CompShg,VinylSd,TwnhsE,1Story,7,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,6955,Pave,NA,IR1,RL,48,9,2006,New,Partial,202500
1308,20,0,0,NA,NA,NA,0,Detchd,2000,Unf,2,480,TA,TA,Y,0,64,0,0,1,0,1,0,3,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,990,0,0,990,Gd,Gd,No,ALQ,746,Unf,0,244,990,VinylSd,None,0,TA,Gd,PConc,1994,1995,Gable,CompShg,VinylSd,1Fam,1Story,5,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,8072,Pave,NA,Reg,RL,60,5,2009,WD,Normal,138000
1309,20,0,0,NA,GdWo,NA,0,Attchd,1948,Unf,2,528,TA,TA,Y,0,36,0,0,1,0,1,0,2,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1122,0,0,1122,TA,TA,No,GLQ,144,ALQ,608,172,924,MetalSd,None,0,TA,TA,CBlock,1948,2005,Gable,CompShg,MetalSd,1Fam,1Story,5,7,OldTown,Norm,Norm,Lvl,AllPub,Inside,Gtl,12000,Pave,NA,Reg,RM,100,5,2008,WD,Normal,147000
1310,20,0,0,NA,GdWo,NA,0,Attchd,1991,RFn,2,496,TA,TA,Y,112,51,0,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Gd,Y,SBrkr,1294,0,0,1294,Gd,TA,No,GLQ,1200,Unf,0,78,1278,HdBoard,BrkFace,88,TA,TA,CBlock,1991,1991,Gable,CompShg,HdBoard,1Fam,1Story,6,5,SawyerW,Norm,Norm,Lvl,AllPub,Inside,Gtl,7153,Pave,NA,Reg,RL,NA,6,2008,WD,Normal,179200
1311,20,0,0,NA,NA,NA,0,Attchd,1959,Fin,2,567,TA,TA,Y,0,207,162,0,1,0,2,0,3,1,Ex,7,Typ,2,TA,GasA,TA,Y,SBrkr,1902,0,0,1902,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,HdBoard,None,0,Gd,Gd,PConc,1959,2002,Gable,CompShg,BrkFace,1Fam,1Story,7,8,Crawfor,PosA,Norm,Lvl,AllPub,Inside,Gtl,17500,Pave,NA,Reg,RL,100,5,2010,WD,Normal,335000
1312,20,0,0,NA,NA,NA,0,Attchd,2005,RFn,2,508,TA,TA,Y,264,98,0,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1274,0,0,1274,Gd,TA,No,GLQ,925,Unf,0,349,1274,VinylSd,BrkFace,80,Gd,TA,PConc,2005,2007,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,8814,Pave,NA,Reg,RL,68,1,2007,New,Partial,203000
1313,60,0,0,NA,NA,NA,0,Attchd,1990,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,2,1,4,1,Gd,9,Typ,1,Ex,GasA,Ex,Y,SBrkr,1453,1357,0,2810,Ex,TA,No,GLQ,482,Unf,0,971,1453,Wd Sdng,BrkFace,336,Gd,TA,PConc,1990,1990,Gable,CompShg,Wd Sdng,1Fam,2Story,8,5,NoRidge,Norm,Norm,Lvl,AllPub,Inside,Gtl,9572,Pave,NA,IR1,RL,NA,6,2007,WD,Normal,302000
1314,60,0,0,NA,NA,NA,0,BuiltIn,1999,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,2,1,4,1,Gd,10,Typ,1,TA,GasA,Ex,Y,SBrkr,1422,1177,0,2599,Gd,TA,No,Unf,0,Unf,0,1393,1393,VinylSd,BrkFace,165,Gd,TA,PConc,1999,1999,Gable,CompShg,VinylSd,1Fam,2Story,9,5,NoRidge,Norm,Norm,Lvl,AllPub,Corner,Gtl,14774,Pave,NA,IR1,RL,108,5,2010,WD,Normal,333168
1315,20,0,0,NA,NA,NA,0,Detchd,1956,Unf,1,280,TA,TA,Y,0,36,0,0,1,0,1,0,3,1,TA,5,Typ,1,TA,GasA,Ex,Y,SBrkr,948,0,0,948,TA,TA,No,Rec,732,Unf,0,216,948,Wd Sdng,None,0,TA,TA,CBlock,1954,1954,Hip,CompShg,Wd Sdng,1Fam,1Story,4,6,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,8190,Pave,NA,Reg,RL,60,10,2007,WD,Normal,119000
1316,60,0,0,NA,NA,NA,0,Attchd,1969,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,2,1,4,1,TA,9,Typ,2,Gd,GasA,TA,Y,SBrkr,1092,1020,0,2112,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,HdBoard,None,0,TA,TA,CBlock,1969,1969,Gable,CompShg,HdBoard,1Fam,2Story,6,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,11075,Pave,NA,Reg,RL,85,6,2008,WD,Normal,206900
1317,20,0,0,NA,NA,NA,0,Attchd,2008,RFn,3,860,TA,TA,Y,172,42,0,0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,1630,0,0,1630,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,VinylSd,Stone,270,Gd,TA,PConc,2008,2008,Gable,CompShg,VinylSd,1Fam,1Story,8,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,10226,Pave,NA,IR1,RL,61,1,2009,WD,Normal,295493
1318,120,0,0,NA,NA,NA,0,Attchd,2006,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,GasA,Ex,Y,SBrkr,1352,0,0,1352,Ex,Gd,No,Unf,0,Unf,0,1352,1352,VinylSd,None,0,Gd,TA,PConc,2006,2007,Gable,CompShg,VinylSd,TwnhsE,1Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,Corner,Gtl,4230,Pave,Pave,Reg,FV,47,4,2007,New,Partial,208900
1319,20,0,0,NA,NA,NA,0,Attchd,2001,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,2,0,3,1,Gd,7,Typ,1,TA,GasA,Ex,Y,SBrkr,1787,0,0,1787,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,VinylSd,BrkFace,178,Gd,TA,PConc,2001,2002,Hip,CompShg,VinylSd,1Fam,1Story,8,5,CollgCr,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,14781,Pave,NA,IR2,RL,NA,8,2006,WD,Normal,275000
1320,20,0,0,NA,NA,NA,0,Attchd,1954,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,948,0,0,948,TA,TA,No,ALQ,492,Unf,0,372,864,Wd Sdng,BrkFace,132,TA,TA,PConc,1954,1954,Hip,CompShg,Wd Sdng,1Fam,1Story,4,5,Edwards,Norm,Norm,Bnk,AllPub,Inside,Gtl,10215,Pave,NA,Reg,RL,75,2,2007,WD,Normal,111000
1321,20,216,0,NA,NA,NA,0,Attchd,1957,RFn,2,442,TA,TA,Y,114,0,0,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,GasA,Gd,Y,SBrkr,1478,0,0,1478,TA,TA,No,ALQ,189,Rec,661,628,1478,BrkFace,None,0,TA,TA,CBlock,1957,1957,Hip,CompShg,BrkFace,1Fam,1Story,6,3,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8400,Pave,NA,Reg,RL,70,6,2009,WD,Normal,156500
1322,20,0,0,NA,NA,NA,0,Detchd,1955,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Floor,TA,N,SBrkr,720,0,0,720,NA,NA,NA,NA,0,NA,0,0,0,VinylSd,None,0,TA,TA,CBlock,1949,1950,Hip,CompShg,VinylSd,1Fam,1Story,3,6,BrkSide,Feedr,Norm,Lvl,AllPub,Corner,Gtl,6627,Pave,NA,IR1,RL,NA,7,2008,WD,Normal,72500
1323,60,0,0,NA,NA,NA,0,Attchd,1992,RFn,2,564,TA,TA,Y,240,39,0,0,1,0,2,1,3,1,Gd,8,Typ,1,TA,GasA,Ex,Y,SBrkr,1061,862,0,1923,Gd,TA,No,GLQ,674,Unf,0,76,750,HdBoard,None,0,Gd,TA,PConc,1992,1992,Gable,CompShg,HdBoard,1Fam,2Story,7,5,NoRidge,Norm,Norm,Lvl,AllPub,Inside,Gtl,10186,Pave,NA,IR1,RL,107,6,2010,WD,Normal,190000
1324,30,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,164,0,0,0,0,0,1,0,2,1,Fa,5,Typ,0,NA,GasA,Gd,Y,SBrkr,708,0,0,708,TA,TA,No,LwQ,280,Unf,0,140,420,VinylSd,None,0,Fa,TA,CBlock,1940,1950,Hip,CompShg,VinylSd,1Fam,1Story,4,7,BrkSide,Norm,Norm,HLS,AllPub,Inside,Gtl,5330,Pave,NA,Reg,RL,50,12,2009,WD,Normal,82500
1325,20,0,0,NA,NA,NA,0,Attchd,2007,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,2,0,2,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1795,0,0,1795,Ex,TA,Av,Unf,0,Unf,0,1795,1795,VinylSd,BrkFace,428,Gd,TA,PConc,2006,2007,Gable,CompShg,VinylSd,1Fam,1Story,8,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,9986,Pave,NA,Reg,RL,75,2,2007,New,Partial,147000
1326,30,0,0,NA,MnPrv,NA,0,NA,NA,NA,0,0,NA,NA,N,0,0,100,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,Fa,N,SBrkr,796,0,0,796,TA,Fa,No,Unf,0,Unf,0,796,796,AsbShng,None,0,TA,TA,BrkTil,1922,1950,Gable,CompShg,AsbShng,1Fam,1Story,4,4,IDOTRR,Norm,Norm,Lvl,AllPub,Inside,Gtl,3636,Pave,NA,Reg,RM,40,1,2008,WD,Normal,55000
1327,30,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,0,0,286,0,0,0,1,0,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,774,0,0,774,TA,TA,No,Rec,544,Unf,0,0,544,MetalSd,None,0,TA,TA,BrkTil,1931,2006,Gable,CompShg,MetalSd,1Fam,1Story,3,6,Edwards,Norm,Norm,Bnk,AllPub,Inside,Mod,4270,Pave,NA,Reg,RH,70,5,2007,WD,Normal,79000
1328,20,0,0,NA,MnPrv,NA,0,Attchd,1982,Unf,1,264,TA,TA,Y,0,0,0,0,0,1,1,0,3,1,Gd,5,Typ,1,Ex,GasA,Ex,Y,SBrkr,816,0,0,816,TA,TA,No,ALQ,641,Unf,0,175,816,VinylSd,None,0,Gd,Gd,CBlock,1982,2008,Gable,CompShg,VinylSd,1Fam,1Story,5,9,Mitchel,Norm,Norm,Lvl,AllPub,Inside,Gtl,6600,Pave,NA,Reg,RL,60,10,2008,WD,Normal,130500
1329,50,480,0,NA,MnPrv,Shed,1150,Detchd,1920,Unf,2,520,Fa,TA,Y,0,547,0,0,0,0,2,0,5,1,TA,8,Mod,2,TA,GasW,Ex,Y,SBrkr,1584,1208,0,2792,Gd,TA,No,LwQ,493,Unf,0,1017,1510,Wd Sdng,None,0,Gd,Gd,BrkTil,1920,1950,Gable,CompShg,BrkFace,1Fam,1.5Fin,6,7,OldTown,Norm,Norm,Lvl,AllPub,Corner,Gtl,10440,Pave,Grvl,Reg,RM,60,6,2008,WD,Normal,256000
1330,60,0,0,NA,NA,NA,0,Attchd,1998,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,2,1,3,1,TA,8,Typ,1,TA,GasA,Gd,Y,SBrkr,955,677,0,1632,Gd,TA,No,Unf,0,Unf,0,935,935,VinylSd,None,0,TA,TA,PConc,1998,1998,Hip,CompShg,VinylSd,1Fam,2Story,7,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,9084,Pave,NA,IR1,RL,63,6,2006,WD,Normal,176500
1331,20,0,0,NA,NA,NA,0,Attchd,2006,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1588,0,0,1588,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,VinylSd,Stone,410,Gd,TA,PConc,2006,2006,Hip,CompShg,VinylSd,1Fam,1Story,8,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,10000,Pave,NA,Reg,RL,85,12,2007,WD,Normal,227000
1332,80,0,0,NA,NA,NA,0,Detchd,1976,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,6,Typ,0,NA,GasA,Gd,Y,SBrkr,954,0,0,954,TA,TA,Av,ALQ,483,Unf,0,428,911,MetalSd,None,0,TA,TA,CBlock,1976,1976,Gable,CompShg,MetalSd,1Fam,SLvl,5,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,10780,Pave,NA,IR1,RL,55,7,2006,WD,Normal,132500
1333,20,0,0,NA,NA,NA,0,Detchd,1958,Unf,1,288,Fa,Fa,Y,0,0,0,0,1,0,1,0,2,1,TA,3,Typ,1,Gd,GasA,Ex,Y,SBrkr,816,0,0,816,TA,TA,Mn,ALQ,690,Unf,0,126,816,MetalSd,None,0,TA,TA,CBlock,1938,1958,Gable,CompShg,MetalSd,1Fam,1Story,4,6,Edwards,Norm,Norm,Lvl,AllPub,Inside,Mod,8877,Pave,NA,Reg,RL,67,5,2009,WD,Normal,100000
1334,50,0,0,NA,MnPrv,NA,0,Detchd,1951,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,1,1,2,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,803,557,0,1360,TA,TA,No,Unf,0,Unf,0,803,803,Wd Sdng,None,0,TA,TA,CBlock,1938,1995,Gable,CompShg,Wd Sdng,1Fam,1.5Fin,5,6,IDOTRR,Norm,Norm,Lvl,AllPub,Corner,Gtl,7200,Pave,NA,Reg,RM,60,7,2006,WD,Normal,125500
1335,160,0,0,NA,NA,NA,0,Attchd,1970,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,1,1,3,1,TA,7,Min1,0,NA,GasA,TA,Y,SBrkr,765,600,0,1365,TA,TA,No,LwQ,765,Unf,0,0,765,HdBoard,None,312,TA,TA,CBlock,1970,1970,Gable,CompShg,HdBoard,TwnhsE,2Story,5,6,BrDale,Norm,Norm,Lvl,AllPub,Inside,Gtl,2368,Pave,NA,Reg,RM,24,5,2009,WD,Normal,125000
